jumlah_siswa;jumlah_guru;rasio_guru_siswa;persentase_guru_bersertifikasi;rata_rata_nilai;prestasi_akademik;akreditasi;persentase_fasilitas_layak;kehadiran_siswa;persentase_lulusan_melanjutkan;status_sekolah
347;14;24.79;60.62;73.35;11;B;74.24;83.11;77.11;Tidak Unggul
773;36;21.47;69.42;73.65;10;C;65.7;85.91;69.89;Tidak Unggul
717;26;27.58;63.2;67.95;8;C;76.54;75.2;50.0;Tidak Unggul
840;40;21.0;63.61;75.12;10;B;72.92;84.99;71.42;Unggul
570;26;21.92;90.79;75.16;12;B;80.09;89.25;78.87;Unggul
550;45;12.22;92.24;82.2;21;A;81.16;98.56;98.0;Unggul
847;54;15.69;86.78;80.25;13;A;96.7;91.83;79.12;Unggul
620;25;24.8;68.39;69.34;11;B;77.98;89.34;63.57;Tidak Unggul
367;27;13.59;72.87;89.3;18;A;91.19;98.09;80.06;Unggul
977;44;22.2;48.24;67.01;9;B;81.61;83.86;66.7;Tidak Unggul
878;61;14.39;72.97;82.12;15;A;73.89;87.42;79.03;Unggul
781;32;24.41;79.91;81.88;11;B;61.55;86.95;74.44;Unggul
324;14;23.14;59.57;70.01;6;B;72.84;84.99;72.62;Tidak Unggul
172;9;19.11;82.35;73.21;14;A;85.71;86.15;63.59;Tidak Unggul
874;54;16.19;65.79;80.59;11;B;62.01;88.57;75.2;Unggul
384;23;16.7;73.83;80.6;16;A;73.3;92.47;87.65;Unggul
162;10;16.2;79.38;80.88;16;B;73.86;97.27;90.17;Unggul
250;11;22.73;72.15;74.4;10;B;79.41;81.68;67.5;Tidak Unggul
685;26;26.35;48.4;71.57;6;C;60.34;83.86;61.47;Tidak Unggul
672;46;14.61;69.47;81.68;12;A;81.29;88.53;83.63;Unggul
934;32;29.19;60.55;67.02;9;C;54.74;81.32;63.22;Tidak Unggul
601;27;22.26;57.86;66.82;10;C;71.87;88.75;73.05;Tidak Unggul
580;38;15.26;67.47;86.91;19;A;71.48;90.03;90.17;Unggul
942;39;24.15;64.12;71.51;9;B;71.26;84.18;64.26;Tidak Unggul
755;36;20.97;65.31;70.61;16;A;92.12;86.69;78.18;Unggul
862;44;19.59;88.64;73.73;15;B;62.82;89.68;86.11;Unggul
682;31;22.0;85.78;86.54;13;B;88.66;93.15;81.22;Unggul
872;45;19.38;67.74;77.53;10;B;73.11;88.23;80.7;Unggul
801;43;18.63;82.66;73.31;16;A;82.64;93.59;84.48;Unggul
442;28;15.79;77.76;85.45;13;A;76.04;83.27;87.89;Unggul
959;51;18.8;87.38;87.16;15;B;72.35;94.22;78.0;Unggul
250;17;14.71;73.13;75.89;14;B;92.06;86.14;80.35;Unggul
651;29;22.45;77.74;72.31;13;B;70.25;85.71;74.56;Tidak Unggul
453;17;26.65;66.23;69.38;5;C;76.82;81.11;56.18;Tidak Unggul
689;33;20.88;79.11;80.42;13;B;85.31;90.46;74.01;Unggul
702;30;23.4;67.09;74.82;15;B;71.62;87.93;79.02;Unggul
504;18;28.0;70.52;61.46;6;C;75.26;82.94;64.89;Tidak Unggul
452;20;22.6;71.9;76.38;14;B;76.59;89.5;81.78;Tidak Unggul
645;26;24.81;61.12;67.42;6;B;75.82;84.02;64.3;Tidak Unggul
807;44;18.34;76.24;76.16;16;A;94.37;90.97;85.21;Unggul
917;35;26.2;63.1;77.66;10;C;59.44;85.56;71.75;Tidak Unggul
376;28;13.43;87.36;84.11;21;A;86.07;96.95;90.83;Unggul
385;26;14.81;79.44;85.2;17;A;76.09;84.47;79.66;Unggul
604;23;26.26;68.52;68.57;5;C;61.5;83.33;52.39;Tidak Unggul
162;13;12.46;87.86;84.25;22;A;93.26;95.03;89.9;Unggul
359;24;14.96;97.59;88.95;20;A;75.29;97.24;86.66;Unggul
890;39;22.82;65.08;68.65;12;B;64.58;87.22;67.54;Tidak Unggul
546;24;22.75;49.52;75.73;7;C;69.1;87.27;73.24;Tidak Unggul
249;12;20.75;60.63;84.5;10;C;78.09;76.02;74.03;Tidak Unggul
180;8;22.5;80.29;79.71;16;A;71.75;85.53;79.6;Tidak Unggul
677;45;15.04;81.64;84.5;19;A;78.61;89.99;97.71;Unggul
798;61;13.08;78.65;91.46;15;A;81.5;91.88;82.52;Unggul
478;20;23.9;54.56;66.8;9;B;67.28;79.76;58.63;Tidak Unggul
315;14;22.5;67.84;72.2;12;B;62.84;89.18;65.67;Tidak Unggul
608;27;22.52;64.05;77.86;10;B;65.97;82.22;75.76;Tidak Unggul
971;62;15.66;87.02;88.68;20;A;81.92;93.07;91.28;Unggul
249;17;14.65;78.92;80.13;14;A;70.82;88.96;76.01;Unggul
770;38;20.26;85.95;80.16;12;B;64.87;89.07;83.14;Unggul
322;15;21.47;70.91;77.2;15;B;89.89;81.1;80.55;Tidak Unggul
898;43;20.88;74.74;79.5;11;B;81.16;85.32;67.8;Unggul
311;12;25.92;50.25;71.32;8;B;72.33;77.11;66.45;Tidak Unggul
877;46;19.07;83.82;74.45;15;B;77.86;93.44;81.59;Unggul
925;65;14.23;67.88;81.61;13;A;82.51;90.81;81.39;Unggul
412;30;13.73;92.19;80.68;22;A;95.02;94.42;83.63;Unggul
953;47;20.28;53.55;65.51;11;B;82.03;83.64;83.01;Tidak Unggul
423;21;20.14;69.56;77.79;13;A;82.92;89.19;74.01;Unggul
152;8;19.0;77.04;71.29;12;B;66.31;89.07;67.02;Tidak Unggul
177;10;17.7;84.27;66.86;13;B;78.49;86.62;66.72;Unggul
475;20;23.75;45.18;65.6;8;C;45.25;82.95;74.7;Tidak Unggul
298;12;24.83;63.92;68.41;11;B;67.07;81.84;68.62;Tidak Unggul
689;37;18.62;96.44;79.74;16;A;84.95;90.14;82.3;Unggul
637;41;15.54;77.75;81.93;14;B;83.63;88.76;80.83;Unggul
971;63;15.41;67.88;86.3;13;B;83.51;89.99;67.38;Unggul
587;25;23.48;78.99;77.03;8;C;65.02;85.85;63.63;Tidak Unggul
214;11;19.45;77.39;78.33;13;B;73.16;89.24;70.45;Tidak Unggul
505;31;16.29;83.26;85.79;18;B;82.1;91.66;90.2;Unggul
682;25;27.28;47.55;67.78;6;C;69.08;79.34;62.75;Tidak Unggul
401;22;18.23;96.64;81.4;16;A;86.25;90.24;79.83;Unggul
384;18;21.33;77.17;84.98;12;A;76.04;85.49;82.15;Unggul
376;19;19.79;72.7;81.24;13;B;71.84;82.95;74.48;Tidak Unggul
674;28;24.07;83.91;76.77;12;B;76.81;88.1;80.29;Unggul
462;35;13.2;72.53;73.11;18;A;82.76;84.98;95.42;Unggul
198;8;24.75;54.28;72.06;5;B;75.78;78.84;70.09;Tidak Unggul
267;13;20.54;68.44;82.69;15;B;77.66;88.75;88.3;Unggul
203;13;15.62;73.99;76.52;15;B;77.2;94.28;82.1;Unggul
799;49;16.31;73.3;77.6;13;B;67.99;85.24;76.06;Unggul
714;37;19.3;85.09;81.31;15;A;94.33;84.61;82.04;Unggul
193;8;24.12;59.55;70.96;8;B;71.47;85.02;76.14;Tidak Unggul
964;41;23.51;70.68;74.65;11;C;71.31;84.52;63.05;Tidak Unggul
202;13;15.54;78.21;79.02;17;A;99.12;89.53;90.93;Unggul
735;27;27.22;60.75;77.48;7;C;71.47;80.65;60.25;Tidak Unggul
707;53;13.34;98.62;91.82;21;A;80.78;93.12;95.19;Unggul
674;54;12.48;82.53;80.32;14;A;90.22;91.16;81.61;Unggul
826;31;26.65;70.81;75.75;8;B;76.44;81.52;70.78;Tidak Unggul
251;9;27.89;61.17;74.8;7;C;53.08;81.5;71.12;Tidak Unggul
941;42;22.4;85.53;70.38;14;B;83.52;88.13;72.94;Unggul
919;35;26.26;73.53;69.99;11;C;64.65;84.12;70.51;Tidak Unggul
998;33;30.24;62.96;60.0;12;B;73.39;82.05;65.06;Tidak Unggul
547;21;26.05;77.44;67.29;8;B;65.34;89.38;69.76;Tidak Unggul
287;12;23.92;70.57;74.15;9;B;85.15;84.69;63.12;Tidak Unggul
824;35;23.54;59.54;74.63;11;C;72.56;80.42;65.2;Tidak Unggul
536;38;14.11;88.95;85.41;20;A;97.35;90.93;82.1;Unggul
260;12;21.67;63.18;76.48;9;B;73.54;85.87;76.16;Tidak Unggul
763;44;17.34;63.61;79.28;17;A;73.66;93.45;76.94;Unggul
166;9;18.44;72.25;71.31;13;A;76.8;82.17;80.41;Unggul
929;50;18.58;80.37;70.31;9;B;61.46;82.58;73.16;Tidak Unggul
331;18;18.39;82.6;86.12;12;B;74.54;90.21;66.18;Unggul
685;30;22.83;71.35;77.59;13;A;75.53;86.06;69.01;Tidak Unggul
690;47;14.68;80.58;83.82;20;A;74.14;89.9;87.12;Unggul
320;21;15.24;87.01;81.29;12;B;74.0;84.35;72.03;Unggul
558;17;32.82;70.87;75.3;8;B;57.74;85.03;67.73;Tidak Unggul
889;27;32.93;65.32;65.99;5;B;58.29;76.24;64.68;Tidak Unggul
527;30;17.57;81.83;88.12;15;A;81.71;90.9;77.5;Unggul
337;10;33.7;62.35;62.14;5;C;62.49;80.17;50.0;Tidak Unggul
379;10;37.9;65.87;70.83;10;B;60.04;83.93;66.13;Tidak Unggul
982;46;21.35;85.35;74.08;14;A;68.08;87.96;73.14;Unggul
268;20;13.4;85.27;90.82;17;A;91.63;92.22;85.3;Unggul
305;10;30.5;54.3;60.0;2;C;55.91;81.45;50.0;Tidak Unggul
933;40;23.32;50.49;72.69;7;C;73.96;85.34;73.0;Tidak Unggul
836;32;26.12;70.83;70.85;7;B;61.35;77.47;62.53;Tidak Unggul
614;25;24.56;65.24;81.48;12;B;78.89;85.66;77.35;Tidak Unggul
253;10;25.3;45.0;70.76;7;B;45.0;87.59;62.86;Tidak Unggul
753;27;27.89;63.81;65.59;7;B;60.25;84.36;70.56;Tidak Unggul
847;49;17.29;69.47;78.63;12;B;73.92;88.94;72.37;Unggul
944;53;17.81;76.93;80.36;12;B;74.03;83.84;73.25;Unggul
651;35;18.6;79.13;80.39;14;B;76.72;90.76;71.26;Unggul
842;66;12.76;80.86;86.79;19;A;97.31;88.41;91.58;Unggul
831;35;23.74;93.91;74.96;14;B;69.41;87.75;71.77;Unggul
848;38;22.32;74.56;83.92;14;B;80.39;87.94;75.42;Unggul
324;12;27.0;55.57;73.27;8;B;68.41;84.39;61.78;Tidak Unggul
883;57;15.49;87.87;73.39;12;B;80.66;91.47;74.84;Unggul
894;40;22.35;80.45;75.65;16;B;80.22;84.72;78.31;Unggul
823;65;12.66;86.55;92.08;16;A;76.9;93.25;85.03;Unggul
570;40;14.25;83.1;80.55;20;A;92.04;95.02;92.11;Unggul
283;22;12.86;79.21;87.58;13;B;85.63;91.02;75.71;Unggul
540;25;21.6;58.25;78.6;16;B;78.54;92.84;74.53;Unggul
885;61;14.51;75.39;73.42;13;B;82.5;89.48;81.42;Unggul
650;27;24.07;85.75;74.84;8;B;68.37;85.05;66.91;Tidak Unggul
814;47;17.32;64.33;72.01;10;B;67.17;89.83;58.42;Unggul
182;9;20.22;70.41;73.67;11;B;66.46;82.94;67.37;Tidak Unggul
204;8;25.5;51.96;61.16;11;B;67.69;82.9;60.86;Tidak Unggul
668;24;27.83;62.52;78.07;8;B;67.05;80.19;66.88;Tidak Unggul
905;39;23.21;62.6;74.7;10;B;68.96;88.79;58.78;Tidak Unggul
974;38;25.63;66.09;65.07;6;B;57.81;82.27;64.34;Tidak Unggul
787;27;29.15;58.58;64.44;3;C;56.47;81.16;60.33;Tidak Unggul
161;9;17.89;65.14;82.88;13;A;66.19;88.34;74.25;Unggul
677;45;15.04;86.37;85.59;18;A;84.32;92.13;86.91;Unggul
869;47;18.49;72.05;79.12;11;B;82.4;87.35;68.86;Unggul
704;43;16.37;81.01;81.56;16;A;83.89;94.98;89.64;Unggul
522;21;24.86;68.81;68.02;5;B;58.96;83.33;69.2;Tidak Unggul
633;24;26.38;77.01;65.59;9;B;61.65;78.59;71.05;Tidak Unggul
796;29;27.45;53.85;70.29;3;C;78.32;80.5;68.57;Tidak Unggul
377;12;31.42;53.53;66.14;3;C;55.79;84.88;62.6;Tidak Unggul
772;37;20.86;67.52;75.87;12;B;74.4;83.17;67.45;Tidak Unggul
456;22;20.73;59.47;79.25;11;B;65.39;84.2;71.71;Tidak Unggul
606;16;37.88;50.32;60.0;5;C;62.61;75.0;61.43;Tidak Unggul
309;18;17.17;84.24;82.14;17;A;70.85;90.45;83.45;Unggul
480;19;25.26;76.39;72.33;7;C;58.31;79.72;54.23;Tidak Unggul
925;57;16.23;65.83;77.14;13;B;73.49;89.27;79.16;Unggul
374;12;31.17;75.66;64.59;4;C;45.0;79.22;60.12;Tidak Unggul
878;57;15.4;80.48;86.61;17;A;91.32;94.0;90.5;Unggul
653;28;23.32;80.47;76.98;11;B;68.12;87.77;73.75;Unggul
605;26;23.27;75.53;66.06;11;B;80.13;81.34;73.5;Tidak Unggul
194;16;12.12;83.85;84.42;15;A;82.57;95.47;87.8;Unggul
363;24;15.12;73.92;81.86;15;A;71.45;90.73;69.12;Unggul
208;9;23.11;63.97;71.03;7;C;68.81;85.46;67.15;Tidak Unggul
793;26;30.5;55.3;74.79;6;C;60.4;82.33;66.63;Tidak Unggul
765;29;26.38;73.33;67.68;8;B;67.01;84.7;75.22;Tidak Unggul
344;24;14.33;95.79;95.0;19;A;93.72;93.83;92.34;Unggul
638;38;16.79;77.96;82.72;19;A;87.31;91.02;81.0;Unggul
306;14;21.86;57.23;67.54;12;B;66.6;88.51;69.12;Tidak Unggul
759;30;25.3;62.83;77.89;10;B;52.72;84.68;68.79;Tidak Unggul
375;17;22.06;82.75;76.74;9;B;60.24;83.06;70.02;Tidak Unggul
561;33;17.0;77.07;78.85;11;A;75.47;92.4;71.73;Unggul
354;12;29.5;75.57;68.14;7;B;67.12;83.27;68.05;Tidak Unggul
228;10;22.8;58.12;69.39;7;C;78.01;84.63;65.53;Tidak Unggul
273;8;34.12;62.98;72.77;8;C;84.53;80.66;66.46;Tidak Unggul
620;23;26.96;61.6;76.21;6;C;63.92;81.33;65.3;Tidak Unggul
367;14;26.21;55.19;63.06;8;C;68.85;79.59;65.66;Tidak Unggul
665;30;22.17;68.19;70.43;9;B;64.18;80.81;75.7;Tidak Unggul
751;43;17.47;72.96;80.29;19;A;76.22;90.01;71.72;Unggul
253;10;25.3;73.49;68.29;9;C;65.11;82.0;66.63;Tidak Unggul
542;23;23.57;67.98;68.58;9;B;63.51;87.19;68.33;Tidak Unggul
780;46;16.96;87.21;86.33;12;A;71.08;86.56;67.96;Unggul
794;40;19.85;55.41;69.05;10;B;65.62;86.57;73.53;Tidak Unggul
973;33;29.48;57.11;67.76;6;B;56.43;79.05;66.15;Tidak Unggul
757;52;14.56;76.11;75.6;15;B;81.55;90.5;73.55;Unggul
583;29;20.1;80.03;83.4;14;B;79.33;85.67;82.11;Unggul
480;18;26.67;63.8;69.28;9;C;59.07;86.26;63.95;Tidak Unggul
292;20;14.6;93.32;70.62;15;A;84.47;95.06;83.47;Unggul
949;59;16.08;80.09;88.12;17;B;83.15;88.17;84.94;Unggul
689;26;26.5;54.48;64.61;5;B;60.66;83.19;63.5;Tidak Unggul
427;15;28.47;63.38;76.28;6;B;68.12;87.76;54.84;Tidak Unggul
382;13;29.38;52.59;67.6;2;C;67.26;75.64;50.0;Tidak Unggul
678;24;28.25;65.35;63.78;4;C;57.05;83.88;59.26;Tidak Unggul
720;31;23.23;62.92;72.95;9;B;59.72;83.87;69.82;Tidak Unggul
239;16;14.94;72.3;86.04;19;A;91.12;92.81;82.37;Unggul
641;24;26.71;60.49;60.0;5;C;63.77;79.21;66.28;Tidak Unggul
348;17;20.47;64.22;80.66;10;B;72.77;84.59;67.48;Tidak Unggul
511;21;24.33;56.79;69.54;7;B;66.74;80.02;65.25;Tidak Unggul
590;33;17.88;71.11;74.86;11;B;63.49;84.44;71.48;Unggul
175;8;21.88;73.41;77.76;15;B;66.97;94.42;77.34;Tidak Unggul
174;10;17.4;76.59;79.55;14;A;77.29;85.73;79.85;Unggul
543;37;14.68;88.48;90.32;21;A;80.92;94.68;87.58;Unggul
656;27;24.3;57.44;67.17;12;C;69.13;81.38;62.18;Tidak Unggul
450;19;23.68;66.81;68.14;7;C;54.23;83.15;67.97;Tidak Unggul
488;16;30.5;59.24;67.09;11;C;64.25;80.21;65.94;Tidak Unggul
416;17;24.47;76.29;82.08;11;B;69.81;80.37;72.37;Tidak Unggul
610;36;16.94;74.93;78.39;14;B;81.33;89.18;76.82;Unggul
842;35;24.06;83.32;81.58;8;B;76.3;83.41;73.99;Unggul
605;25;24.2;67.59;70.46;12;B;66.79;86.77;73.79;Tidak Unggul
509;30;16.97;75.38;72.79;11;B;84.32;84.77;75.46;Unggul
217;8;27.12;75.49;68.75;8;B;59.01;85.42;69.43;Tidak Unggul
561;22;25.5;67.35;68.04;6;B;70.65;81.96;66.89;Tidak Unggul
640;49;13.06;90.4;85.85;21;A;96.98;96.18;96.35;Unggul
982;40;24.55;70.61;71.69;8;B;54.5;86.16;68.65;Unggul
198;9;22.0;69.42;71.3;7;C;57.77;83.35;68.97;Tidak Unggul
836;48;17.42;78.8;84.16;13;B;85.48;86.65;84.04;Unggul
713;37;19.27;80.55;75.82;16;A;84.2;93.77;78.31;Unggul
251;16;15.69;88.77;88.95;18;A;85.78;97.9;85.07;Unggul
365;12;30.42;58.0;68.64;3;C;45.0;81.01;57.32;Tidak Unggul
587;32;18.34;69.32;74.89;15;B;77.73;81.16;85.41;Unggul
849;34;24.97;84.54;68.51;8;C;63.84;82.17;62.93;Tidak Unggul
718;47;15.28;81.82;79.63;13;B;66.55;87.55;73.23;Unggul
708;24;29.5;49.9;60.6;5;C;62.83;77.96;63.72;Tidak Unggul
308;11;28.0;61.23;75.4;8;C;64.24;77.52;64.68;Tidak Unggul
638;27;23.63;63.01;72.02;11;B;61.79;82.18;70.86;Tidak Unggul
835;45;18.56;68.19;69.69;14;B;67.54;86.73;72.54;Unggul
391;21;18.62;86.16;75.8;16;B;82.15;91.08;83.25;Unggul
943;61;15.46;77.59;74.74;16;B;86.11;90.92;81.98;Unggul
902;33;27.33;76.5;66.41;6;B;67.67;78.51;56.27;Tidak Unggul
154;8;19.25;56.71;74.39;14;B;76.47;82.43;79.42;Tidak Unggul
745;29;25.69;66.96;74.32;7;B;67.99;82.75;68.47;Tidak Unggul
969;43;22.53;61.7;82.2;11;A;67.1;85.42;75.03;Unggul
510;30;17.0;82.88;82.27;16;A;85.16;92.29;81.06;Unggul
608;24;25.33;66.49;74.67;6;C;55.7;78.43;71.25;Tidak Unggul
397;16;24.81;75.44;68.95;12;B;70.2;85.28;72.23;Tidak Unggul
715;27;26.48;59.86;66.38;10;C;69.64;85.33;69.72;Tidak Unggul
822;44;18.68;77.45;81.16;13;A;82.02;86.57;76.94;Unggul
571;32;17.84;66.46;80.38;11;B;80.8;88.61;70.52;Unggul
887;52;17.06;82.21;84.42;18;A;88.38;90.2;83.29;Unggul
164;9;18.22;68.96;79.4;12;B;77.82;90.01;71.57;Tidak Unggul
885;42;21.07;59.27;61.96;11;B;69.87;87.53;63.6;Tidak Unggul
722;36;20.06;74.73;70.81;10;B;82.56;83.12;70.79;Tidak Unggul
271;9;30.11;56.21;70.22;7;C;63.28;84.35;56.69;Tidak Unggul
426;28;15.21;86.49;80.41;16;A;93.61;84.68;89.15;Unggul
707;28;25.25;68.55;70.15;9;B;70.09;85.76;54.25;Tidak Unggul
602;20;30.1;76.17;83.56;8;C;63.24;87.64;64.45;Tidak Unggul
539;19;28.37;58.14;72.86;6;B;58.34;78.4;64.17;Tidak Unggul
443;17;26.06;58.95;69.31;10;B;71.3;82.93;71.88;Tidak Unggul
723;36;20.08;81.83;66.95;12;B;64.16;83.5;71.47;Tidak Unggul
747;49;15.24;83.59;87.79;17;B;82.32;90.87;96.62;Unggul
595;26;22.88;79.78;63.07;10;B;64.72;89.3;68.27;Tidak Unggul
359;20;17.95;70.58;78.08;14;B;81.98;90.39;77.14;Tidak Unggul
739;45;16.42;88.46;80.66;18;A;68.36;86.24;84.73;Unggul
863;32;26.97;66.46;70.29;8;C;84.19;85.91;76.15;Tidak Unggul
451;23;19.61;74.04;78.87;13;B;81.64;88.61;81.19;Unggul
372;10;37.2;62.01;65.35;9;B;73.68;79.36;74.05;Tidak Unggul
883;34;25.97;56.48;75.55;9;C;67.49;88.0;73.35;Tidak Unggul
152;8;19.0;75.9;81.56;10;B;81.52;88.1;81.27;Tidak Unggul
667;25;26.68;56.59;64.57;4;C;64.62;79.46;60.23;Tidak Unggul
242;8;30.25;68.31;76.66;9;C;74.22;84.71;77.01;Tidak Unggul
669;28;23.89;80.34;66.45;8;B;69.64;86.87;67.9;Unggul
577;24;24.04;67.75;70.46;12;A;84.37;88.49;76.88;Tidak Unggul
642;39;16.46;73.47;84.08;14;B;72.05;84.25;84.87;Unggul
384;13;29.54;58.97;67.55;6;C;73.22;78.5;72.47;Tidak Unggul
769;26;29.58;59.87;70.38;6;B;62.42;76.27;72.21;Tidak Unggul
310;16;19.38;67.73;83.71;11;B;65.57;85.41;65.58;Tidak Unggul
870;66;13.18;92.1;90.55;19;A;92.73;88.35;89.43;Unggul
901;37;24.35;80.65;86.06;11;B;62.51;86.05;71.44;Unggul
480;35;13.71;84.43;85.18;20;A;81.93;95.02;80.74;Unggul
482;18;26.78;71.01;77.63;7;C;63.74;82.74;60.23;Tidak Unggul
199;8;24.88;60.78;67.47;8;C;61.03;77.85;60.16;Tidak Unggul
672;41;16.39;76.69;74.85;13;A;88.04;89.81;83.91;Unggul
817;36;22.69;61.83;74.18;7;B;72.5;83.84;70.07;Tidak Unggul
641;44;14.57;73.17;81.25;17;B;78.9;93.23;79.82;Unggul
731;28;26.11;80.03;84.48;10;B;74.98;83.75;61.92;Tidak Unggul
830;40;20.75;69.75;79.83;17;B;92.24;89.15;76.22;Unggul
421;13;32.38;68.99;74.04;9;C;55.23;79.2;72.97;Tidak Unggul
729;39;18.69;69.99;71.51;15;B;70.51;86.37;75.08;Unggul
401;26;15.42;77.05;82.97;13;B;78.92;92.9;86.51;Unggul
709;39;18.18;77.67;79.78;14;B;100.0;95.44;79.4;Unggul
845;60;14.08;78.83;82.49;20;A;81.48;91.38;93.29;Unggul
981;44;22.3;63.45;78.01;8;C;62.51;87.23;73.02;Tidak Unggul
848;64;13.25;78.85;81.46;19;A;94.66;96.71;87.51;Unggul
239;10;23.9;69.19;75.02;11;B;77.84;83.74;69.79;Tidak Unggul
595;22;27.05;45.0;61.19;4;C;58.13;79.19;61.19;Tidak Unggul
481;18;26.72;64.14;71.05;9;B;67.25;84.48;65.46;Tidak Unggul
288;15;19.2;78.99;75.63;12;A;75.28;89.5;69.08;Unggul
506;15;33.73;58.53;64.0;3;C;60.38;83.91;59.6;Tidak Unggul
750;51;14.71;79.17;86.11;19;A;75.71;90.51;90.01;Unggul
423;26;16.27;78.93;80.5;17;A;88.01;95.59;84.69;Unggul
168;8;21.0;85.38;83.71;13;B;77.78;90.89;71.15;Tidak Unggul
460;16;28.75;66.99;73.91;7;C;69.56;87.95;75.65;Tidak Unggul
303;11;27.55;74.96;67.62;8;C;65.01;83.79;72.08;Tidak Unggul
539;43;12.53;96.47;95.0;21;A;95.84;98.82;97.64;Unggul
409;27;15.15;72.53;82.68;12;B;84.41;93.21;78.92;Unggul
769;49;15.69;71.5;82.12;17;B;100.0;91.46;81.94;Unggul
946;35;27.03;62.98;60.0;3;C;54.3;80.14;64.2;Tidak Unggul
720;31;23.23;62.56;70.3;10;B;62.82;85.41;70.11;Tidak Unggul
274;19;14.42;82.33;78.2;18;A;91.21;97.03;88.51;Unggul
503;23;21.87;68.41;72.96;7;B;72.81;87.84;73.83;Tidak Unggul
422;17;24.82;66.77;77.25;8;B;70.91;86.9;76.69;Tidak Unggul
768;30;25.6;49.22;68.57;10;B;69.84;86.52;66.39;Tidak Unggul
960;74;12.97;69.84;81.8;19;B;77.4;88.71;86.07;Unggul
394;16;24.62;72.21;74.28;7;C;52.45;80.76;58.4;Tidak Unggul
997;44;22.66;69.03;70.62;9;B;80.9;81.89;70.33;Tidak Unggul
599;25;23.96;70.33;72.37;9;C;78.19;88.94;67.9;Tidak Unggul
396;20;19.8;68.75;88.72;14;B;71.11;87.24;74.06;Unggul
669;38;17.61;68.24;83.39;13;B;74.18;91.46;81.93;Unggul
290;19;15.26;86.67;77.56;15;A;70.46;88.43;85.25;Unggul
511;20;25.55;71.92;67.12;6;C;58.94;79.91;64.95;Tidak Unggul
157;10;15.7;73.27;85.82;14;A;85.15;87.46;87.14;Unggul
627;19;33.0;63.75;64.98;4;C;50.5;75.77;55.04;Tidak Unggul
501;24;20.88;69.54;74.52;14;B;85.28;89.73;74.63;Tidak Unggul
644;24;26.83;49.19;70.02;8;B;55.39;82.71;60.15;Tidak Unggul
755;43;17.56;86.45;82.35;15;A;89.08;91.9;82.11;Unggul
982;55;17.85;71.8;79.28;16;A;84.01;88.18;92.2;Unggul
576;23;25.04;60.33;76.77;11;B;68.55;85.15;64.27;Tidak Unggul
188;16;11.75;72.09;92.1;16;A;81.86;94.36;79.61;Unggul
742;30;24.73;61.07;65.36;8;C;70.31;85.98;60.38;Tidak Unggul
336;8;42.0;46.38;68.25;4;B;82.19;82.65;68.28;Tidak Unggul
745;38;19.61;73.41;72.52;11;B;68.82;86.04;71.1;Unggul
749;29;25.83;74.62;77.66;11;B;80.08;85.21;66.63;Unggul
903;59;15.31;83.06;81.91;13;B;94.33;88.44;81.72;Unggul
242;20;12.1;99.52;87.0;20;A;87.58;95.7;91.25;Unggul
235;9;26.11;76.2;69.67;9;B;62.5;85.42;67.61;Tidak Unggul
193;12;16.08;67.09;79.79;13;B;76.1;90.99;79.07;Unggul
286;12;23.83;75.83;75.0;9;B;73.18;84.1;69.57;Tidak Unggul
570;19;30.0;67.21;67.76;4;C;62.64;76.67;61.63;Tidak Unggul
223;10;22.3;74.03;64.03;8;B;62.21;78.57;71.84;Tidak Unggul
697;41;17.0;82.32;83.63;17;A;82.9;91.63;72.44;Unggul
762;43;17.72;81.05;90.89;18;A;75.67;91.65;82.03;Unggul
661;20;33.05;55.94;67.66;8;C;61.5;76.42;61.41;Tidak Unggul
305;19;16.05;79.73;86.59;18;A;86.41;89.95;94.88;Unggul
404;15;26.93;55.79;71.99;6;C;50.95;79.14;61.68;Tidak Unggul
320;17;18.82;83.9;77.8;13;B;81.09;87.19;79.22;Unggul
877;37;23.7;68.31;72.62;9;B;66.03;85.94;66.78;Tidak Unggul
319;13;24.54;71.87;72.65;8;B;62.52;80.1;63.02;Tidak Unggul
913;54;16.91;63.63;75.56;12;B;79.4;90.9;73.37;Unggul
471;29;16.24;74.58;81.21;15;A;68.45;87.85;81.43;Unggul
716;31;23.1;63.28;65.09;11;B;76.1;84.1;75.73;Tidak Unggul
605;25;24.2;51.54;66.51;8;C;55.75;79.41;55.18;Tidak Unggul
752;33;22.79;78.06;85.85;14;B;80.26;88.31;79.15;Unggul
939;40;23.48;55.87;71.44;9;C;66.05;83.64;67.54;Tidak Unggul
762;47;16.21;76.08;77.27;13;B;93.15;89.12;88.29;Unggul
304;13;23.38;56.25;63.05;7;C;76.83;82.45;69.91;Tidak Unggul
498;23;21.65;62.47;83.19;12;C;72.81;82.7;64.17;Tidak Unggul
600;36;16.67;88.55;81.56;16;A;85.73;95.47;81.28;Unggul
802;37;21.68;67.69;75.79;14;B;76.99;87.76;74.14;Tidak Unggul
322;9;35.78;59.87;71.8;6;C;55.09;82.55;66.39;Tidak Unggul
159;8;19.88;82.8;76.7;17;B;66.22;94.76;78.9;Tidak Unggul
889;52;17.1;87.21;85.29;18;A;92.68;99.0;86.6;Unggul
414;15;27.6;61.77;70.08;7;B;62.3;80.61;74.89;Tidak Unggul
